snp,single
SNP5696,1005696
SNP5697,1005697
SNP5698,1005698
SNP5699,1005699
SNP5700,1005700
SNP5701,1005701
SNP5702,1005702
SNP5703,1005703
SNP5704,1005704
SNP5705,1005705
SNP5706,1005706
SNP5707,1005707
SNP5708,1005708
SNP5709,1005709
SNP5710,1005710
SNP5711,1005711
SNP5712,1005712
SNP5713,1005713
SNP5714,1005714
SNP5715,1005715
SNP5716,1005716
SNP5717,1005717
SNP5718,1005718
SNP5719,1005719
SNP5720,1005720
SNP5721,1005721
SNP5722,1005722
SNP5723,1005723
SNP5724,1005724
SNP5725,1005725
SNP5726,1005726
SNP5727,1005727
SNP5728,1005728
SNP5729,1005729
SNP5730,1005730
SNP5731,1005731
SNP5732,1005732
SNP5733,1005733
SNP5734,1005734
SNP5735,1005735
SNP5736,1005736
SNP5737,1005737
SNP5738,1005738
SNP5739,1005739
SNP5740,1005740
SNP5741,1005741
SNP5742,1005742
SNP5743,1005743
SNP5744,1005744
SNP5745,1005745
SNP5746,1005746
SNP5747,1005747
SNP5748,1005748
SNP5749,1005749
SNP5750,1005750
SNP5751,1005751
SNP5752,1005752
SNP5753,1005753
SNP5754,1005754
SNP5755,1005755
SNP5756,1005756
SNP5757,1005757
SNP5758,1005758
SNP5759,1005759
SNP5760,1005760
SNP5761,1005761
SNP5762,1005762
SNP5763,1005763
SNP5764,1005764
SNP5765,1005765
SNP5766,1005766
SNP5767,1005767
SNP5768,1005768
SNP5769,1005769
SNP5770,1005770
SNP5771,1005771
SNP5772,1005772
SNP5773,1005773
SNP5774,1005774
SNP5775,1005775
SNP5776,1005776
SNP5777,1005777
SNP5778,1005778
SNP5779,1005779
SNP5780,1005780
SNP5781,1005781
SNP5782,1005782
SNP5783,1005783
SNP5784,1005784
SNP5785,1005785
SNP5786,1005786
SNP5787,1005787
SNP5788,1005788
SNP5789,1005789
SNP5790,1005790
SNP5791,1005791
SNP5792,1005792
SNP5793,1005793
SNP5794,1005794
SNP5795,1005795
SNP5796,1005796
SNP5797,1005797
SNP5798,1005798
SNP5799,1005799
SNP5800,1005800
SNP5801,1005801
SNP5802,1005802
SNP5803,1005803
SNP5804,1005804
SNP5805,1005805
SNP5806,1005806
SNP5807,1005807
SNP5808,1005808
SNP5809,1005809
SNP5810,1005810
SNP5811,1005811
SNP5812,1005812
SNP5813,1005813
SNP5814,1005814
SNP5815,1005815
SNP5816,1005816
SNP5817,1005817
SNP5818,1005818
SNP5819,1005819
SNP5820,1005820
SNP5821,1005821
SNP5822,1005822
SNP5823,1005823
SNP5824,1005824
SNP5825,1005825
SNP5826,1005826
SNP5827,1005827
SNP5828,1005828
SNP5829,1005829
SNP5830,1005830
SNP5831,1005831
SNP5832,1005832
SNP5833,1005833
SNP5834,1005834
SNP5835,1005835
SNP5836,1005836
SNP5837,1005837
SNP5838,1005838
SNP5839,1005839
SNP5840,1005840
SNP5841,1005841
SNP5842,1005842
SNP5843,1005843
SNP5844,1005844
SNP5845,1005845
SNP5846,1005846
SNP5847,1005847
SNP5848,1005848
SNP5849,1005849
SNP5850,1005850
SNP5851,1005851
SNP5852,1005852
SNP5853,1005853
SNP5854,1005854
SNP5855,1005855
SNP5856,1005856
SNP5857,1005857
SNP5858,1005858
SNP5859,1005859
SNP5860,1005860
SNP5861,1005861
SNP5862,1005862
SNP5863,1005863
SNP5864,1005864
SNP5865,1005865
SNP5866,1005866
SNP5867,1005867
SNP5868,1005868
SNP5869,1005869
SNP5870,1005870
SNP5871,1005871
SNP5872,1005872
SNP5873,1005873
SNP5874,1005874
SNP5875,1005875
SNP5876,1005876
SNP5877,1005877
SNP5878,1005878
SNP5879,1005879
SNP5880,1005880
SNP5881,1005881
SNP5882,1005882
SNP5883,1005883
SNP5884,1005884
SNP5885,1005885
SNP5886,1005886
SNP5887,1005887
SNP5888,1005888
SNP5889,1005889
SNP5890,1005890
SNP5891,1005891
SNP5892,1005892
SNP5893,1005893
SNP5894,1005894
SNP5895,1005895
SNP5896,1005896
SNP5897,1005897
SNP5898,1005898
SNP5899,1005899
SNP5900,1005900
SNP5901,1005901
SNP5902,1005902
SNP5903,1005903
SNP5904,1005904
SNP5905,1005905
SNP5906,1005906
SNP5907,1005907
SNP5908,1005908
SNP5909,1005909
SNP5910,1005910
SNP5911,1005911
SNP5912,1005912
SNP5913,1005913
SNP5914,1005914
SNP5915,1005915
SNP5916,1005916
SNP5917,1005917
SNP5918,1005918
SNP5919,1005919
SNP5920,1005920
SNP5921,1005921
SNP5922,1005922
SNP5923,1005923
SNP5924,1005924
SNP5925,1005925
SNP5926,1005926
SNP5927,1005927
SNP5928,1005928
SNP5929,1005929
SNP5930,1005930
SNP5931,1005931
SNP5932,1005932
SNP5933,1005933
SNP5934,1005934
SNP5935,1005935
SNP5936,1005936
SNP5937,1005937
SNP5938,1005938
SNP5939,1005939
SNP5940,1005940
SNP5941,1005941
SNP5942,1005942
SNP5943,1005943
SNP5944,1005944
SNP5945,1005945
SNP5946,1005946
SNP5947,1005947
SNP5948,1005948
SNP5949,1005949
SNP5950,1005950
SNP5951,1005951
SNP5952,1005952
SNP5953,1005953
SNP5954,1005954
SNP5955,1005955
SNP5956,1005956
SNP5957,1005957
SNP5958,1005958
SNP5959,1005959
SNP5960,1005960
SNP5961,1005961
SNP5962,1005962
SNP5963,1005963
SNP5964,1005964
SNP5965,1005965
SNP5966,1005966
SNP5967,1005967
SNP5968,1005968
SNP5969,1005969
SNP5970,1005970
SNP5971,1005971
SNP5972,1005972
SNP5973,1005973
SNP5974,1005974
SNP5975,1005975
SNP5976,1005976
SNP5977,1005977
SNP5978,1005978
SNP5979,1005979
SNP5980,1005980
SNP5981,1005981
SNP5982,1005982
SNP5983,1005983
SNP5984,1005984
SNP5985,1005985
SNP5986,1005986
SNP5987,1005987
SNP5988,1005988
SNP5989,1005989
SNP5990,1005990
SNP5991,1005991
SNP5992,1005992
SNP5993,1005993
SNP5994,1005994
SNP5995,1005995
SNP5996,1005996
SNP5997,1005997
SNP5998,1005998
SNP5999,1005999
SNP6000,1006000
SNP6001,1006001
SNP6002,1006002
SNP6003,1006003
SNP6004,1006004
SNP6005,1006005
SNP6006,1006006
SNP6007,1006007
SNP6008,1006008
SNP6009,1006009
SNP6010,1006010
SNP6011,1006011
SNP6012,1006012
SNP6013,1006013
SNP6014,1006014
SNP6015,1006015
SNP6016,1006016
SNP6017,1006017
SNP6018,1006018
SNP6019,1006019
SNP6020,1006020
SNP6021,1006021
SNP6022,1006022
SNP6023,1006023
SNP6024,1006024
SNP6025,1006025
SNP6026,1006026
SNP6027,1006027
SNP6028,1006028
SNP6029,1006029
SNP6030,1006030
SNP6031,1006031
SNP6032,1006032
SNP6033,1006033
SNP6034,1006034
SNP6035,1006035
SNP6036,1006036
SNP6037,1006037
SNP6038,1006038
SNP6039,1006039
SNP6040,1006040
SNP6041,1006041
SNP6042,1006042
SNP6043,1006043
SNP6044,1006044
SNP6045,1006045
SNP6046,1006046
SNP6047,1006047
SNP6048,1006048
SNP6049,1006049
SNP6050,1006050
SNP6051,1006051
SNP6052,1006052
SNP6053,1006053
SNP6054,1006054
SNP6055,1006055
SNP6056,1006056
SNP6057,1006057
SNP6058,1006058
SNP6059,1006059
SNP6060,1006060
SNP6061,1006061
SNP6062,1006062
SNP6063,1006063
SNP6064,1006064
SNP6065,1006065
SNP6066,1006066
SNP6067,1006067
SNP6068,1006068
SNP6069,1006069
SNP6070,1006070
SNP6071,1006071
SNP6072,1006072
SNP6073,1006073
SNP6074,1006074
SNP6075,1006075
SNP6076,1006076
SNP6077,1006077
SNP6078,1006078
SNP6079,1006079
SNP6080,1006080
SNP6081,1006081
SNP6082,1006082
SNP6083,1006083
SNP6084,1006084
SNP6085,1006085
SNP6086,1006086
SNP6087,1006087
SNP6088,1006088
SNP6089,1006089
SNP6090,1006090
SNP6091,1006091
SNP6092,1006092
SNP6093,1006093
SNP6094,1006094
SNP6095,1006095
SNP6096,1006096
SNP6097,1006097
SNP6098,1006098
SNP6099,1006099
SNP6100,1006100
SNP6101,1006101
SNP6102,1006102
SNP6103,1006103
SNP6104,1006104
SNP6105,1006105
SNP6106,1006106
SNP6107,1006107
SNP6108,1006108
SNP6109,1006109
SNP6110,1006110
SNP6111,1006111
SNP6112,1006112
SNP6113,1006113
SNP6114,1006114
SNP6115,1006115
SNP6116,1006116
SNP6117,1006117
SNP6118,1006118
SNP6119,1006119
SNP6120,1006120
SNP6121,1006121
SNP6122,1006122
SNP6123,1006123
SNP6124,1006124
SNP6125,1006125
SNP6126,1006126
SNP6127,1006127
SNP6128,1006128
SNP6129,1006129
SNP6130,1006130
SNP6131,1006131
SNP6132,1006132
SNP6133,1006133
SNP6134,1006134
SNP6135,1006135
SNP6136,1006136
SNP6137,1006137
SNP6138,1006138
SNP6139,1006139
SNP6140,1006140
SNP6141,1006141
SNP6142,1006142
SNP6143,1006143
SNP6144,1006144
SNP6145,1006145
SNP6146,1006146
SNP6147,1006147
SNP6148,1006148
SNP6149,1006149
SNP6150,1006150
SNP6151,1006151
SNP6152,1006152
SNP6153,1006153
SNP6154,1006154
SNP6155,1006155
SNP6156,1006156
SNP6157,1006157
SNP6158,1006158
SNP6159,1006159
SNP6160,1006160
SNP6161,1006161
SNP6162,1006162
SNP6163,1006163
SNP6164,1006164
SNP6165,1006165
SNP6166,1006166
SNP6167,1006167
SNP6168,1006168
SNP6169,1006169
SNP6170,1006170
SNP6171,1006171
SNP6172,1006172
SNP6173,1006173
SNP6174,1006174
SNP6175,1006175
SNP6176,1006176
SNP6177,1006177
SNP6178,1006178
SNP6179,1006179
SNP6180,1006180
SNP6181,1006181
SNP6182,1006182
SNP6183,1006183
SNP6184,1006184
SNP6185,1006185
SNP6186,1006186
SNP6187,1006187
SNP6188,1006188
SNP6189,1006189
SNP6190,1006190
SNP6191,1006191
SNP6192,1006192
SNP6193,1006193
SNP6194,1006194
SNP6195,1006195
SNP6196,1006196
SNP6197,1006197
SNP6198,1006198
SNP6199,1006199
SNP6200,1006200
SNP6201,1006201
SNP6202,1006202
SNP6203,1006203
SNP6204,1006204
SNP6205,1006205
SNP6206,1006206
SNP6207,1006207
SNP6208,1006208
SNP6209,1006209
SNP6210,1006210
SNP6211,1006211
SNP6212,1006212
SNP6213,1006213
SNP6214,1006214
SNP6215,1006215
SNP6216,1006216
SNP6217,1006217
SNP6218,1006218
SNP6219,1006219
SNP6220,1006220
SNP6221,1006221
SNP6222,1006222
SNP6223,1006223
SNP6224,1006224
SNP6225,1006225
SNP6226,1006226
SNP6227,1006227
SNP6228,1006228
SNP6229,1006229
SNP6230,1006230
SNP6231,1006231
SNP6232,1006232
SNP6233,1006233
SNP6234,1006234
SNP6235,1006235
SNP6236,1006236
SNP6237,1006237
SNP6238,1006238
SNP6239,1006239
SNP6240,1006240
SNP6241,1006241
SNP6242,1006242
SNP6243,1006243
SNP6244,1006244
SNP6245,1006245
SNP6246,1006246
SNP6247,1006247
SNP6248,1006248
SNP6249,1006249
SNP6250,1006250
SNP6251,1006251
SNP6252,1006252
SNP6253,1006253
SNP6254,1006254
SNP6255,1006255
SNP6256,1006256
SNP6257,1006257
SNP6258,1006258
SNP6259,1006259
SNP6260,1006260
SNP6261,1006261
SNP6262,1006262
SNP6263,1006263
SNP6264,1006264
SNP6265,1006265
SNP6266,1006266
SNP6267,1006267
SNP6268,1006268
SNP6269,1006269
SNP6270,1006270
SNP6271,1006271
SNP6272,1006272
SNP6273,1006273
SNP6274,1006274
SNP6275,1006275
SNP6276,1006276
SNP6277,1006277
SNP6278,1006278
SNP6279,1006279
SNP6280,1006280
SNP6281,1006281
SNP6282,1006282
SNP6283,1006283
SNP6284,1006284
SNP6285,1006285
SNP6286,1006286
SNP6287,1006287
SNP6288,1006288
SNP6289,1006289
SNP6290,1006290
SNP6291,1006291
SNP6292,1006292
SNP6293,1006293
SNP6294,1006294
SNP6295,1006295
SNP6296,1006296
SNP6297,1006297
SNP6298,1006298
SNP6299,1006299
SNP6300,1006300
SNP6301,1006301
SNP6302,1006302
SNP6303,1006303
SNP6304,1006304
SNP6305,1006305
SNP6306,1006306
SNP6307,1006307
SNP6308,1006308
SNP6309,1006309
SNP6310,1006310
SNP6311,1006311
SNP6312,1006312
SNP6313,1006313
SNP6314,1006314
SNP6315,1006315
SNP6316,1006316
SNP6317,1006317
SNP6318,1006318
SNP6319,1006319
SNP6320,1006320
SNP6321,1006321
SNP6322,1006322
SNP6323,1006323
SNP6324,1006324
SNP6325,1006325
SNP6326,1006326
SNP6327,1006327
SNP6328,1006328
SNP6329,1006329
SNP6330,1006330
SNP6331,1006331
SNP6332,1006332
SNP6333,1006333
SNP6334,1006334
SNP6335,1006335
SNP6336,1006336
SNP6337,1006337
SNP6338,1006338
SNP6339,1006339
SNP6340,1006340
SNP6341,1006341
SNP6342,1006342
SNP6343,1006343
SNP6344,1006344
SNP6345,1006345
SNP6346,1006346
SNP6347,1006347
SNP6348,1006348
SNP6349,1006349
SNP6350,1006350
SNP6351,1006351
SNP6352,1006352
SNP6353,1006353
SNP6354,1006354
SNP6355,1006355
SNP6356,1006356
SNP6357,1006357
SNP6358,1006358
SNP6359,1006359
SNP6360,1006360
SNP6361,1006361
SNP6362,1006362
SNP6363,1006363
SNP6364,1006364
SNP6365,1006365
SNP6366,1006366
SNP6367,1006367
SNP6368,1006368
SNP6369,1006369
SNP6370,1006370
SNP6371,1006371
SNP6372,1006372
SNP6373,1006373
SNP6374,1006374
SNP6375,1006375
SNP6376,1006376
SNP6377,1006377
SNP6378,1006378
SNP6379,1006379
SNP6380,1006380
SNP6381,1006381
SNP6382,1006382
SNP6383,1006383
SNP6384,1006384
SNP6385,1006385
SNP6386,1006386
SNP6387,1006387
SNP6388,1006388
SNP6389,1006389
SNP6390,1006390
SNP6391,1006391
SNP6392,1006392
SNP6393,1006393
SNP6394,1006394
SNP6395,1006395
SNP6396,1006396
SNP6397,1006397
SNP6398,1006398
SNP6399,1006399
SNP6400,1006400
SNP6401,1006401
SNP6402,1006402
SNP6403,1006403
SNP6404,1006404
SNP6405,1006405
SNP6406,1006406
SNP6407,1006407
SNP6408,1006408
SNP6409,1006409
SNP6410,1006410
SNP6411,1006411
SNP6412,1006412
SNP6413,1006413
SNP6414,1006414
SNP6415,1006415
SNP6416,1006416
SNP6417,1006417
SNP6418,1006418
SNP6419,1006419
SNP6420,1006420
SNP6421,1006421
SNP6422,1006422
SNP6423,1006423
SNP6424,1006424
SNP6425,1006425
SNP6426,1006426
SNP6427,1006427
SNP6428,1006428
SNP6429,1006429
SNP6430,1006430
SNP6431,1006431
SNP6432,1006432
SNP6433,1006433
SNP6434,1006434
SNP6435,1006435
SNP6436,1006436
SNP6437,1006437
SNP6438,1006438
SNP6439,1006439
SNP6440,1006440
SNP6441,1006441
SNP6442,1006442
SNP6443,1006443
SNP6444,1006444
SNP6445,1006445
SNP6446,1006446
SNP6447,1006447
SNP6448,1006448
SNP6449,1006449
SNP6450,1006450
SNP6451,1006451
SNP6452,1006452
SNP6453,1006453
SNP6454,1006454
SNP6455,1006455
SNP6456,1006456
SNP6457,1006457
SNP6458,1006458
SNP6459,1006459
SNP6460,1006460
SNP6461,1006461
SNP6462,1006462
SNP6463,1006463
SNP6464,1006464
SNP6465,1006465
SNP6466,1006466
SNP6467,1006467
SNP6468,1006468
SNP6469,1006469
SNP6470,1006470
SNP6471,1006471
SNP6472,1006472
SNP6473,1006473
SNP6474,1006474
SNP6475,1006475
SNP6476,1006476
SNP6477,1006477
SNP6478,1006478
SNP6479,1006479
SNP6480,1006480
SNP6481,1006481
SNP6482,1006482
SNP6483,1006483
SNP6484,1006484
SNP6485,1006485
SNP6486,1006486
SNP6487,1006487
SNP6488,1006488
SNP6489,1006489
SNP6490,1006490
SNP6491,1006491
SNP6492,1006492
SNP6493,1006493
SNP6494,1006494
SNP6495,1006495
SNP6496,1006496
SNP6497,1006497
SNP6498,1006498
SNP6499,1006499
SNP6500,1006500
SNP6501,1006501
SNP6502,1006502
SNP6503,1006503
SNP6504,1006504
SNP6505,1006505
SNP6506,1006506
SNP6507,1006507
SNP6508,1006508
SNP6509,1006509
SNP6510,1006510
SNP6511,1006511
SNP6512,1006512
SNP6513,1006513
SNP6514,1006514
SNP6515,1006515
SNP6516,1006516
SNP6517,1006517
SNP6518,1006518
SNP6519,1006519
SNP6520,1006520
SNP6521,1006521
SNP6522,1006522
SNP6523,1006523
SNP6524,1006524
SNP6525,1006525
SNP6526,1006526
SNP6527,1006527
SNP6528,1006528
SNP6529,1006529
SNP6530,1006530
SNP6531,1006531
SNP6532,1006532
SNP6533,1006533
SNP6534,1006534
SNP6535,1006535
SNP6536,1006536
SNP6537,1006537
SNP6538,1006538
SNP6539,1006539
SNP6540,1006540
SNP6541,1006541
SNP6542,1006542
SNP6543,1006543
SNP6544,1006544
SNP6545,1006545
SNP6546,1006546
SNP6547,1006547
SNP6548,1006548
SNP6549,1006549
SNP6550,1006550
SNP6551,1006551
SNP6552,1006552
SNP6553,1006553
SNP6554,1006554
SNP6555,1006555
SNP6556,1006556
SNP6557,1006557
SNP6558,1006558
SNP6559,1006559
SNP6560,1006560
SNP6561,1006561
SNP6562,1006562
SNP6563,1006563
SNP6564,1006564
SNP6565,1006565
SNP6566,1006566
SNP6567,1006567
SNP6568,1006568
SNP6569,1006569
SNP6570,1006570
SNP6571,1006571
SNP6572,1006572
SNP6573,1006573
SNP6574,1006574
SNP6575,1006575
SNP6576,1006576
SNP6577,1006577
SNP6578,1006578
SNP6579,1006579
SNP6580,1006580
SNP6581,1006581
SNP6582,1006582
SNP6583,1006583
SNP6584,1006584
SNP6585,1006585
SNP6586,1006586
SNP6587,1006587
SNP6588,1006588
SNP6589,1006589
SNP6590,1006590
SNP6591,1006591
SNP6592,1006592
SNP6593,1006593
SNP6594,1006594
SNP6595,1006595
SNP6596,1006596
SNP6597,1006597
SNP6598,1006598
SNP6599,1006599
SNP6600,1006600
SNP6601,1006601
SNP6602,1006602
SNP6603,1006603
SNP6604,1006604
SNP6605,1006605
SNP6606,1006606
SNP6607,1006607
SNP6608,1006608
SNP6609,1006609
SNP6610,1006610
SNP6611,1006611
SNP6612,1006612
SNP6613,1006613
SNP6614,1006614
SNP6615,1006615
SNP6616,1006616
SNP6617,1006617
SNP6618,1006618
SNP6619,1006619
SNP6620,1006620
SNP6621,1006621
SNP6622,1006622
SNP6623,1006623
SNP6624,1006624
SNP6625,1006625
SNP6626,1006626
SNP6627,1006627
SNP6628,1006628
SNP6629,1006629
SNP6630,1006630
SNP6631,1006631
SNP6632,1006632
SNP6633,1006633
SNP6634,1006634
SNP6635,1006635
SNP6636,1006636
SNP6637,1006637
SNP6638,1006638
SNP6639,1006639
SNP6640,1006640
SNP6641,1006641
SNP6642,1006642
SNP6643,1006643
SNP6644,1006644
SNP6645,1006645
SNP6646,1006646
SNP6647,1006647
SNP6648,1006648
SNP6649,1006649
SNP6650,1006650
SNP6651,1006651
SNP6652,1006652
SNP6653,1006653
SNP6654,1006654
SNP6655,1006655
SNP6656,1006656
SNP6657,1006657
SNP6658,1006658
SNP6659,1006659
SNP6660,1006660
SNP6661,1006661
SNP6662,1006662
SNP6663,1006663
SNP6664,1006664
SNP6665,1006665
SNP6666,1006666
SNP6667,1006667
SNP6668,1006668
SNP6669,1006669
SNP6670,1006670
SNP6671,1006671
SNP6672,1006672
SNP6673,1006673
SNP6674,1006674
SNP6675,1006675
SNP6676,1006676
SNP6677,1006677
SNP6678,1006678
SNP6679,1006679
SNP6680,1006680
SNP6681,1006681
SNP6682,1006682
SNP6683,1006683
SNP6684,1006684
SNP6685,1006685
SNP6686,1006686
SNP6687,1006687
SNP6688,1006688
SNP6689,1006689
SNP6690,1006690
SNP6691,1006691
SNP6692,1006692
SNP6693,1006693
SNP6694,1006694
SNP6695,1006695
SNP6696,1006696
SNP6697,1006697
SNP6698,1006698
SNP6699,1006699
SNP6700,1006700
SNP6701,1006701
SNP6702,1006702
SNP6703,1006703
SNP6704,1006704
SNP6705,1006705
SNP6706,1006706
SNP6707,1006707
SNP6708,1006708
SNP6709,1006709
SNP6710,1006710
SNP6711,1006711
SNP6712,1006712
SNP6713,1006713
SNP6714,1006714
SNP6715,1006715
SNP6716,1006716
SNP6717,1006717
SNP6718,1006718
SNP6719,1006719
SNP6720,1006720
SNP6721,1006721
SNP6722,1006722
SNP6723,1006723
SNP6724,1006724
SNP6725,1006725
SNP6726,1006726
SNP6727,1006727
SNP6728,1006728
SNP6729,1006729
SNP6730,1006730
SNP6731,1006731
SNP6732,1006732
SNP6733,1006733
SNP6734,1006734
SNP6735,1006735
SNP6736,1006736
SNP6737,1006737
SNP6738,1006738
SNP6739,1006739
SNP6740,1006740
SNP6741,1006741
SNP6742,1006742
SNP6743,1006743
SNP6744,1006744
SNP6745,1006745
SNP6746,1006746
SNP6747,1006747
SNP6748,1006748
SNP6749,1006749
SNP6750,1006750
SNP6751,1006751
SNP6752,1006752
SNP6753,1006753
SNP6754,1006754
SNP6755,1006755
SNP6756,1006756
SNP6757,1006757
SNP6758,1006758
SNP6759,1006759
SNP6760,1006760
SNP6761,1006761
SNP6762,1006762
SNP6763,1006763
SNP6764,1006764
SNP6765,1006765
SNP6766,1006766
SNP6767,1006767
SNP6768,1006768
SNP6769,1006769
SNP6770,1006770
SNP6771,1006771
SNP6772,1006772
SNP6773,1006773
SNP6774,1006774
SNP6775,1006775
SNP6776,1006776
SNP6777,1006777
SNP6778,1006778
SNP6779,1006779
SNP6780,1006780
SNP6781,1006781
SNP6782,1006782
SNP6783,1006783
SNP6784,1006784
SNP6785,1006785
SNP6786,1006786
SNP6787,1006787
SNP6788,1006788
SNP6789,1006789
SNP6790,1006790
SNP6791,1006791
SNP6792,1006792
SNP6793,1006793
SNP6794,1006794
SNP6795,1006795
SNP6796,1006796
SNP6797,1006797
SNP6798,1006798
SNP6799,1006799
SNP6800,1006800
SNP6801,1006801
SNP6802,1006802
SNP6803,1006803
SNP6804,1006804
SNP6805,1006805
SNP6806,1006806
SNP6807,1006807
SNP6808,1006808
SNP6809,1006809
SNP6810,1006810
SNP6811,1006811
SNP6812,1006812
SNP6813,1006813
SNP6814,1006814
SNP6815,1006815
SNP6816,1006816
SNP6817,1006817
SNP6818,1006818
SNP6819,1006819
SNP6820,1006820
SNP6821,1006821
SNP6822,1006822
SNP6823,1006823
SNP6824,1006824
SNP6825,1006825
SNP6826,1006826
SNP6827,1006827
SNP6828,1006828
SNP6829,1006829
SNP6830,1006830
SNP6831,1006831
SNP6832,1006832
SNP6833,1006833
SNP6834,1006834
SNP6835,1006835
SNP6836,1006836
SNP6837,1006837
SNP6838,1006838
SNP6839,1006839
SNP6840,1006840
SNP6841,1006841
SNP6842,1006842
SNP6843,1006843
SNP6844,1006844
SNP6845,1006845
SNP6846,1006846
SNP6847,1006847
SNP6848,1006848
SNP6849,1006849
SNP6850,1006850
SNP6851,1006851
SNP6852,1006852
SNP6853,1006853
SNP6854,1006854
SNP6855,1006855
SNP6856,1006856
SNP6857,1006857
SNP6858,1006858
SNP6859,1006859
SNP6860,1006860
SNP6861,1006861
SNP6862,1006862
SNP6863,1006863
SNP6864,1006864
SNP6865,1006865
SNP6866,1006866
SNP6867,1006867
SNP6868,1006868
SNP6869,1006869
SNP6870,1006870
SNP6871,1006871
SNP6872,1006872
SNP6873,1006873
SNP6874,1006874
SNP6875,1006875
SNP6876,1006876
SNP6877,1006877
SNP6878,1006878
SNP6879,1006879
SNP6880,1006880
SNP6881,1006881
SNP6882,1006882
SNP6883,1006883
SNP6884,1006884
SNP6885,1006885
SNP6886,1006886
SNP6887,1006887
SNP6888,1006888
SNP6889,1006889
SNP6890,1006890
SNP6891,1006891
SNP6892,1006892
SNP6893,1006893
SNP6894,1006894
SNP6895,1006895
SNP6896,1006896
SNP6897,1006897
SNP6898,1006898
SNP6899,1006899
SNP6900,1006900
SNP6901,1006901
SNP6902,1006902
SNP6903,1006903
SNP6904,1006904
SNP6905,1006905
SNP6906,1006906
SNP6907,1006907
SNP6908,1006908
SNP6909,1006909
SNP6910,1006910
SNP6911,1006911
SNP6912,1006912
SNP6913,1006913
SNP6914,1006914
SNP6915,1006915
SNP6916,1006916
SNP6917,1006917
SNP6918,1006918
SNP6919,1006919
SNP6920,1006920
SNP6921,1006921
SNP6922,1006922
SNP6923,1006923
SNP6924,1006924
SNP6925,1006925
SNP6926,1006926
SNP6927,1006927
SNP6928,1006928
SNP6929,1006929
SNP6930,1006930
SNP6931,1006931
SNP6932,1006932
SNP6933,1006933
SNP6934,1006934
SNP6935,1006935
SNP6936,1006936
SNP6937,1006937
SNP6938,1006938
SNP6939,1006939
SNP6940,1006940
SNP6941,1006941
SNP6942,1006942
SNP6943,1006943
SNP6944,1006944
SNP6945,1006945
SNP6946,1006946
SNP6947,1006947
SNP6948,1006948
SNP6949,1006949
SNP6950,1006950
SNP6951,1006951
SNP6952,1006952
SNP6953,1006953
SNP6954,1006954
SNP6955,1006955
SNP6956,1006956
SNP6957,1006957
SNP6958,1006958
SNP6959,1006959
SNP6960,1006960
SNP6961,1006961
SNP6962,1006962
SNP6963,1006963
SNP6964,1006964
SNP6965,1006965
SNP6966,1006966
SNP6967,1006967
SNP6968,1006968
SNP6969,1006969
SNP6970,1006970
SNP6971,1006971
SNP6972,1006972
SNP6973,1006973
SNP6974,1006974
SNP6975,1006975
SNP6976,1006976
SNP6977,1006977
SNP6978,1006978
SNP6979,1006979
SNP6980,1006980
SNP6981,1006981
SNP6982,1006982
SNP6983,1006983
SNP6984,1006984
SNP6985,1006985
SNP6986,1006986
SNP6987,1006987
SNP6988,1006988
SNP6989,1006989
SNP6990,1006990
SNP6991,1006991
SNP6992,1006992
SNP6993,1006993
SNP6994,1006994
SNP6995,1006995
SNP6996,1006996
SNP6997,1006997
SNP6998,1006998
SNP6999,1006999
SNP7000,1007000
SNP7001,1007001
SNP7002,1007002
SNP7003,1007003
SNP7004,1007004
SNP7005,1007005
SNP7006,1007006
SNP7007,1007007
SNP7008,1007008
SNP7009,1007009
SNP7010,1007010
SNP7011,1007011
SNP7012,1007012
SNP7013,1007013
SNP7014,1007014
SNP7015,1007015
SNP7016,1007016
SNP7017,1007017
SNP7018,1007018
SNP7019,1007019
SNP7020,1007020
SNP7021,1007021
SNP7022,1007022
SNP7023,1007023
SNP7024,1007024
SNP7025,1007025
SNP7026,1007026
SNP7027,1007027
SNP7028,1007028
SNP7029,1007029
SNP7030,1007030
SNP7031,1007031
SNP7032,1007032
SNP7033,1007033
SNP7034,1007034
SNP7035,1007035
SNP7036,1007036
SNP7037,1007037
SNP7038,1007038
SNP7039,1007039
SNP7040,1007040
SNP7041,1007041
SNP7042,1007042
SNP7043,1007043
SNP7044,1007044
SNP7045,1007045
SNP7046,1007046
SNP7047,1007047
SNP7048,1007048
SNP7049,1007049
SNP7050,1007050
SNP7051,1007051
SNP7052,1007052
SNP7053,1007053
SNP7054,1007054
SNP7055,1007055
SNP7056,1007056
SNP7057,1007057
SNP7058,1007058
SNP7059,1007059
SNP7060,1007060
SNP7061,1007061
SNP7062,1007062
SNP7063,1007063
SNP7064,1007064
SNP7065,1007065
SNP7066,1007066
SNP7067,1007067
SNP7068,1007068
SNP7069,1007069
SNP7070,1007070
SNP7071,1007071
SNP7072,1007072
SNP7073,1007073
SNP7074,1007074
SNP7075,1007075
SNP7076,1007076
SNP7077,1007077
SNP7078,1007078
SNP7079,1007079
SNP7080,1007080
SNP7081,1007081
SNP7082,1007082
SNP7083,1007083
SNP7084,1007084
SNP7085,1007085
SNP7086,1007086
SNP7087,1007087
SNP7088,1007088
SNP7089,1007089
SNP7090,1007090
SNP7091,1007091
SNP7092,1007092
SNP7093,1007093
SNP7094,1007094
